maintenance_id,asset_id,maintenance_type,started_at,completed_at,tool_replaced,source_event_id
MNT-TOOL-CNC-S01-L02-04-0000482,CNC-S01-L02-04,planned_tool_change,2026-08-07T17:10:00+09:00,2026-08-07T17:40:00+09:00,1,
MNT-TOOL-CNC-S04-L04-04-0000475,CNC-S04-L04-04,planned_tool_change,2026-08-07T17:50:00+09:00,2026-08-07T18:20:00+09:00,1,
MNT-TOOL-CNC-S02-L04-04-0000489,CNC-S02-L04-04,planned_tool_change,2026-08-07T19:30:00+09:00,2026-08-07T20:00:00+09:00,1,
MNT-TOOL-CNC-S02-L03-02-0000470,CNC-S02-L03-02,planned_tool_change,2026-08-07T20:10:00+09:00,2026-08-07T20:40:00+09:00,1,
MNT-EVT-775fa2c26c107934-001,CNC-S02-L05-01,failure_recovery,2026-08-07T22:00:00+09:00,2026-08-08T06:00:00+09:00,0,EVT-775fa2c26c107934-001
MNT-TOOL-CNC-S01-L02-01-0000498,CNC-S01-L02-01,planned_tool_change,2026-08-07T22:30:00+09:00,2026-08-07T23:00:00+09:00,1,
MNT-EVT-2d195d54b96628f1-001,CNC-S01-L02-02,failure_recovery,2026-08-08T02:00:00+09:00,2026-08-08T08:00:00+09:00,0,EVT-2d195d54b96628f1-001
MNT-TOOL-CNC-S02-L02-03-0000522,CNC-S02-L02-03,planned_tool_change,2026-08-08T12:20:00+09:00,2026-08-08T12:50:00+09:00,1,
MNT-EVT-1072e44d1c12a46b-001,CNC-S01-L01-04,failure_recovery,2026-08-08T17:00:00+09:00,2026-08-08T23:00:00+09:00,0,EVT-1072e44d1c12a46b-001
MNT-EVT-6dcf34fd8c7a4760-001,CNC-S03-L02-01,failure_recovery,2026-08-08T17:00:00+09:00,2026-08-08T22:00:00+09:00,0,EVT-6dcf34fd8c7a4760-001
MNT-EVT-a451246b1d50e05c-001,CNC-S03-L05-01,failure_recovery,2026-08-08T19:00:00+09:00,2026-08-08T22:00:00+09:00,0,EVT-a451246b1d50e05c-001
MNT-EVT-d3afaba0aaaedfe0-001,CMP-S02-L05-01,failure_recovery,2026-08-09T03:00:00+09:00,2026-08-09T08:00:00+09:00,0,EVT-d3afaba0aaaedfe0-001
MNT-EVT-dbee5072b39cbc4f-001,CNC-S03-L04-03,failure_recovery,2026-08-09T03:00:00+09:00,2026-08-09T10:00:00+09:00,0,EVT-dbee5072b39cbc4f-001
MNT-EVT-c784b9c52986966f-001,CMP-S03-L03-01,failure_recovery,2026-08-09T08:00:00+09:00,2026-08-09T19:00:00+09:00,0,EVT-c784b9c52986966f-001
MNT-TOOL-CNC-S01-L04-01-0000601,CNC-S01-L04-01,planned_tool_change,2026-08-09T09:20:00+09:00,2026-08-09T09:50:00+09:00,1,
MNT-TOOL-CNC-S01-L04-03-0000603,CNC-S01-L04-03,planned_tool_change,2026-08-09T10:00:00+09:00,2026-08-09T10:30:00+09:00,1,
MNT-TOOL-CNC-S04-L05-04-0000594,CNC-S04-L05-04,planned_tool_change,2026-08-09T10:20:00+09:00,2026-08-09T10:50:00+09:00,1,
MNT-TOOL-CNC-S01-L05-04-0000608,CNC-S01-L05-04,planned_tool_change,2026-08-09T11:40:00+09:00,2026-08-09T12:10:00+09:00,1,
MNT-TOOL-CNC-S02-L02-01-0000596,CNC-S02-L02-01,planned_tool_change,2026-08-09T13:00:00+09:00,2026-08-09T13:30:00+09:00,1,
MNT-TOOL-CNC-S01-L03-02-0000613,CNC-S01-L03-02,planned_tool_change,2026-08-09T13:20:00+09:00,2026-08-09T13:50:00+09:00,1,
MNT-TOOL-CNC-S04-L04-02-0000615,CNC-S04-L04-02,planned_tool_change,2026-08-09T14:00:00+09:00,2026-08-09T14:30:00+09:00,1,
MNT-TOOL-CNC-S01-L03-01-0000618,CNC-S01-L03-01,planned_tool_change,2026-08-09T15:00:00+09:00,2026-08-09T15:30:00+09:00,1,
MNT-TOOL-CNC-S01-L02-03-0000627,CNC-S01-L02-03,planned_tool_change,2026-08-09T18:00:00+09:00,2026-08-09T18:30:00+09:00,1,
MNT-TOOL-CNC-S01-L04-04-0000620,CNC-S01-L04-04,planned_tool_change,2026-08-09T18:00:00+09:00,2026-08-09T18:30:00+09:00,1,
MNT-TOOL-CNC-S01-L05-02-0000629,CNC-S01-L05-02,planned_tool_change,2026-08-09T18:40:00+09:00,2026-08-09T19:10:00+09:00,1,
MNT-TOOL-CNC-S03-L01-02-0000629,CNC-S03-L01-02,planned_tool_change,2026-08-09T18:40:00+09:00,2026-08-09T19:10:00+09:00,1,
MNT-TOOL-CNC-S03-L03-01-0000635,CNC-S03-L03-01,planned_tool_change,2026-08-09T20:40:00+09:00,2026-08-09T21:10:00+09:00,1,
MNT-TOOL-CNC-S02-L05-04-0000636,CNC-S02-L05-04,planned_tool_change,2026-08-09T21:00:00+09:00,2026-08-09T21:30:00+09:00,1,
MNT-TOOL-CNC-S02-L05-03-0000642,CNC-S02-L05-03,planned_tool_change,2026-08-09T23:00:00+09:00,2026-08-09T23:30:00+09:00,1,
MNT-TOOL-CNC-S03-L05-02-0000644,CNC-S03-L05-02,planned_tool_change,2026-08-09T23:40:00+09:00,2026-08-10T00:10:00+09:00,1,
MNT-TOOL-CNC-S04-L03-02-0000644,CNC-S04-L03-02,planned_tool_change,2026-08-09T23:40:00+09:00,2026-08-10T00:10:00+09:00,1,
MNT-TOOL-CNC-S04-L01-01-0000645,CNC-S04-L01-01,planned_tool_change,2026-08-10T00:00:00+09:00,2026-08-10T00:30:00+09:00,1,
MNT-TOOL-CNC-S04-L03-01-0000647,CNC-S04-L03-01,planned_tool_change,2026-08-10T00:40:00+09:00,2026-08-10T01:10:00+09:00,1,
MNT-TOOL-CNC-S04-L05-01-0000608,CNC-S04-L05-01,planned_tool_change,2026-08-10T00:40:00+09:00,2026-08-10T01:10:00+09:00,1,
MNT-TOOL-CNC-S02-L05-01-0000625,CNC-S02-L05-01,planned_tool_change,2026-08-10T01:20:00+09:00,2026-08-10T01:50:00+09:00,1,
MNT-TOOL-CNC-S04-L02-02-0000649,CNC-S04-L02-02,planned_tool_change,2026-08-10T01:20:00+09:00,2026-08-10T01:50:00+09:00,1,
MNT-TOOL-CNC-S01-L04-02-0000650,CNC-S01-L04-02,planned_tool_change,2026-08-10T01:40:00+09:00,2026-08-10T02:10:00+09:00,1,
MNT-TOOL-CNC-S04-L02-01-0000650,CNC-S04-L02-01,planned_tool_change,2026-08-10T01:40:00+09:00,2026-08-10T02:10:00+09:00,1,
MNT-TOOL-CNC-S02-L03-01-0000653,CNC-S02-L03-01,planned_tool_change,2026-08-10T02:40:00+09:00,2026-08-10T03:10:00+09:00,1,
MNT-TOOL-CNC-S04-L01-04-0000653,CNC-S04-L01-04,planned_tool_change,2026-08-10T02:40:00+09:00,2026-08-10T03:10:00+09:00,1,
MNT-TOOL-CNC-S04-L01-03-0000654,CNC-S04-L01-03,planned_tool_change,2026-08-10T03:00:00+09:00,2026-08-10T03:30:00+09:00,1,
MNT-TOOL-CNC-S02-L04-01-0000656,CNC-S02-L04-01,planned_tool_change,2026-08-10T03:40:00+09:00,2026-08-10T04:10:00+09:00,1,
MNT-TOOL-CNC-S03-L02-03-0000657,CNC-S03-L02-03,planned_tool_change,2026-08-10T04:00:00+09:00,2026-08-10T04:30:00+09:00,1,
MNT-TOOL-CNC-S01-L01-02-0000659,CNC-S01-L01-02,planned_tool_change,2026-08-10T04:40:00+09:00,2026-08-10T05:10:00+09:00,1,
MNT-TOOL-CNC-S03-L02-04-0000659,CNC-S03-L02-04,planned_tool_change,2026-08-10T04:40:00+09:00,2026-08-10T05:10:00+09:00,1,
MNT-TOOL-CNC-S03-L01-03-0000660,CNC-S03-L01-03,planned_tool_change,2026-08-10T05:00:00+09:00,2026-08-10T05:30:00+09:00,1,
MNT-TOOL-CNC-S04-L04-03-0000661,CNC-S04-L04-03,planned_tool_change,2026-08-10T05:20:00+09:00,2026-08-10T05:50:00+09:00,1,
MNT-EVT-01a1f76b1d475ad2-001,CMP-S02-L02-01,failure_recovery,2026-08-10T06:00:00+09:00,2026-08-10T14:00:00+09:00,0,EVT-01a1f76b1d475ad2-001
MNT-TOOL-CNC-S02-L04-02-0000664,CNC-S02-L04-02,planned_tool_change,2026-08-10T06:20:00+09:00,2026-08-10T06:50:00+09:00,1,
MNT-TOOL-CNC-S03-L02-01-0000649,CNC-S03-L02-01,planned_tool_change,2026-08-10T06:20:00+09:00,2026-08-10T06:50:00+09:00,1,
MNT-TOOL-CNC-S02-L01-02-0000665,CNC-S02-L01-02,planned_tool_change,2026-08-10T06:40:00+09:00,2026-08-10T07:10:00+09:00,1,
MNT-TOOL-CNC-S03-L01-01-0000665,CNC-S03-L01-01,planned_tool_change,2026-08-10T06:40:00+09:00,2026-08-10T07:10:00+09:00,1,
MNT-TOOL-CNC-S03-L05-03-0000665,CNC-S03-L05-03,planned_tool_change,2026-08-10T06:40:00+09:00,2026-08-10T07:10:00+09:00,1,
MNT-TOOL-CNC-S04-L04-01-0000665,CNC-S04-L04-01,planned_tool_change,2026-08-10T06:40:00+09:00,2026-08-10T07:10:00+09:00,1,
MNT-TOOL-CNC-S01-L05-01-0000666,CNC-S01-L05-01,planned_tool_change,2026-08-10T07:00:00+09:00,2026-08-10T07:30:00+09:00,1,
MNT-TOOL-CNC-S02-L02-04-0000666,CNC-S02-L02-04,planned_tool_change,2026-08-10T07:00:00+09:00,2026-08-10T07:30:00+09:00,1,
MNT-TOOL-CNC-S01-L01-01-0000668,CNC-S01-L01-01,planned_tool_change,2026-08-10T07:40:00+09:00,2026-08-10T08:10:00+09:00,1,
MNT-TOOL-CNC-S02-L02-02-0000669,CNC-S02-L02-02,planned_tool_change,2026-08-10T08:00:00+09:00,2026-08-10T08:30:00+09:00,1,
MNT-TOOL-CNC-S04-L02-04-0000669,CNC-S04-L02-04,planned_tool_change,2026-08-10T08:00:00+09:00,2026-08-10T08:30:00+09:00,1,
MNT-TOOL-CNC-S04-L05-03-0000669,CNC-S04-L05-03,planned_tool_change,2026-08-10T08:00:00+09:00,2026-08-10T08:30:00+09:00,1,
MNT-TOOL-CNC-S01-L01-04-0000653,CNC-S01-L01-04,planned_tool_change,2026-08-10T08:40:00+09:00,2026-08-10T09:10:00+09:00,1,
MNT-TOOL-CNC-S03-L04-04-0000671,CNC-S03-L04-04,planned_tool_change,2026-08-10T08:40:00+09:00,2026-08-10T09:10:00+09:00,1,
MNT-TOOL-CNC-S04-L05-02-0000671,CNC-S04-L05-02,planned_tool_change,2026-08-10T08:40:00+09:00,2026-08-10T09:10:00+09:00,1,
MNT-TOOL-CNC-S02-L05-02-0000666,CNC-S02-L05-02,planned_tool_change,2026-08-10T09:00:00+09:00,2026-08-10T09:30:00+09:00,1,
MNT-TOOL-CNC-S03-L01-04-0000673,CNC-S03-L01-04,planned_tool_change,2026-08-10T09:20:00+09:00,2026-08-10T09:50:00+09:00,1,
MNT-TOOL-CNC-S03-L05-01-0000664,CNC-S03-L05-01,planned_tool_change,2026-08-10T09:20:00+09:00,2026-08-10T09:50:00+09:00,1,
MNT-TOOL-CNC-S03-L04-02-0000674,CNC-S03-L04-02,planned_tool_change,2026-08-10T09:40:00+09:00,2026-08-10T10:10:00+09:00,1,
MNT-TOOL-CNC-S03-L03-03-0000675,CNC-S03-L03-03,planned_tool_change,2026-08-10T10:00:00+09:00,2026-08-10T10:30:00+09:00,1,
MNT-TOOL-CNC-S04-L03-03-0000676,CNC-S04-L03-03,planned_tool_change,2026-08-10T10:20:00+09:00,2026-08-10T10:50:00+09:00,1,
MNT-TOOL-CNC-S04-L03-04-0000679,CNC-S04-L03-04,planned_tool_change,2026-08-10T11:20:00+09:00,2026-08-10T11:50:00+09:00,1,
MNT-TOOL-CNC-S02-L03-03-0000682,CNC-S02-L03-03,planned_tool_change,2026-08-10T12:20:00+09:00,2026-08-10T12:50:00+09:00,1,
MNT-TOOL-CNC-S01-L05-03-0000684,CNC-S01-L05-03,planned_tool_change,2026-08-10T13:00:00+09:00,2026-08-10T13:30:00+09:00,1,
MNT-TOOL-CNC-S03-L04-01-0000685,CNC-S03-L04-01,planned_tool_change,2026-08-10T13:20:00+09:00,2026-08-10T13:50:00+09:00,1,
MNT-TOOL-CNC-S02-L03-02-0000665,CNC-S02-L03-02,planned_tool_change,2026-08-10T13:40:00+09:00,2026-08-10T14:10:00+09:00,1,
MNT-TOOL-CNC-S01-L02-02-0000670,CNC-S01-L02-02,planned_tool_change,2026-08-10T14:20:00+09:00,2026-08-10T14:50:00+09:00,1,
MNT-TOOL-CNC-S02-L01-01-0000689,CNC-S02-L01-01,planned_tool_change,2026-08-10T14:40:00+09:00,2026-08-10T15:10:00+09:00,1,
MNT-TOOL-CNC-S02-L01-04-0000689,CNC-S02-L01-04,planned_tool_change,2026-08-10T14:40:00+09:00,2026-08-10T15:10:00+09:00,1,
MNT-TOOL-CNC-S04-L01-02-0000691,CNC-S04-L01-02,planned_tool_change,2026-08-10T15:20:00+09:00,2026-08-10T15:50:00+09:00,1,
MNT-TOOL-CNC-S03-L03-04-0000670,CNC-S03-L03-04,planned_tool_change,2026-08-10T15:40:00+09:00,2026-08-10T16:10:00+09:00,1,
MNT-TOOL-CNC-S04-L04-04-0000683,CNC-S04-L04-04,planned_tool_change,2026-08-10T15:40:00+09:00,2026-08-10T16:10:00+09:00,1,
MNT-TOOL-CNC-S01-L03-04-0000694,CNC-S01-L03-04,planned_tool_change,2026-08-10T16:20:00+09:00,2026-08-10T16:50:00+09:00,1,
MNT-TOOL-CNC-S03-L05-04-0000695,CNC-S03-L05-04,planned_tool_change,2026-08-10T16:40:00+09:00,2026-08-10T17:10:00+09:00,1,
MNT-TOOL-CNC-S02-L04-03-0000696,CNC-S02-L04-03,planned_tool_change,2026-08-10T17:00:00+09:00,2026-08-10T17:30:00+09:00,1,
MNT-TOOL-CNC-S01-L02-01-0000699,CNC-S01-L02-01,planned_tool_change,2026-08-10T18:00:00+09:00,2026-08-10T18:30:00+09:00,1,
MNT-TOOL-CNC-S01-L01-03-0000701,CNC-S01-L01-03,planned_tool_change,2026-08-10T18:40:00+09:00,2026-08-10T19:10:00+09:00,1,
MNT-TOOL-CNC-S01-L03-03-0000687,CNC-S01-L03-03,planned_tool_change,2026-08-10T19:00:00+09:00,2026-08-10T19:30:00+09:00,1,
MNT-TOOL-CNC-S02-L01-03-0000703,CNC-S02-L01-03,planned_tool_change,2026-08-10T19:20:00+09:00,2026-08-10T19:50:00+09:00,1,
MNT-TOOL-CNC-S04-L02-03-0000704,CNC-S04-L02-03,planned_tool_change,2026-08-10T19:40:00+09:00,2026-08-10T20:10:00+09:00,1,
MNT-TOOL-CNC-S03-L02-02-0000707,CNC-S03-L02-02,planned_tool_change,2026-08-10T20:40:00+09:00,2026-08-10T21:10:00+09:00,1,
MNT-TOOL-CNC-S02-L03-04-0000711,CNC-S02-L03-04,planned_tool_change,2026-08-10T22:00:00+09:00,2026-08-10T22:30:00+09:00,1,
MNT-EVT-434aec67de7dbb20-001,CMP-S01-L02-01,failure_recovery,2026-08-10T22:00:00+09:00,2026-08-11T03:00:00+09:00,0,EVT-434aec67de7dbb20-001
MNT-EVT-9a43bd3a8f94b7fd-001,CNC-S02-L04-02,failure_recovery,2026-08-10T23:00:00+09:00,2026-08-11T06:00:00+09:00,0,EVT-9a43bd3a8f94b7fd-001
MNT-TOOL-CNC-S03-L03-02-0000715,CNC-S03-L03-02,planned_tool_change,2026-08-10T23:20:00+09:00,2026-08-10T23:50:00+09:00,1,
MNT-TOOL-CNC-S02-L04-04-0000723,CNC-S02-L04-04,planned_tool_change,2026-08-11T02:00:00+09:00,2026-08-11T02:30:00+09:00,1,
MNT-TOOL-CNC-S01-L02-04-0000726,CNC-S01-L02-04,planned_tool_change,2026-08-11T03:00:00+09:00,2026-08-11T03:30:00+09:00,1,
MNT-EVT-706c525edb14467f-001,CNC-S03-L05-03,failure_recovery,2026-08-11T05:10:00+09:00,2026-08-11T11:00:00+09:00,1,EVT-706c525edb14467f-001
MNT-TOOL-CNC-S03-L04-03-0000723,CNC-S03-L04-03,planned_tool_change,2026-08-11T09:00:00+09:00,2026-08-11T09:30:00+09:00,1,
MNT-TOOL-CNC-S02-L02-03-0000760,CNC-S02-L02-03,planned_tool_change,2026-08-11T20:10:00+09:00,2026-08-11T20:40:00+09:00,1,
MNT-EVT-3da5d74c5c658357-001,CNC-S02-L03-03,failure_recovery,2026-08-11T20:10:00+09:00,2026-08-11T22:00:00+09:00,1,EVT-3da5d74c5c658357-001
MNT-TOOL-CNC-S04-L05-04-0000799,CNC-S04-L05-04,planned_tool_change,2026-08-12T07:10:00+09:00,2026-08-12T07:40:00+09:00,1,
MNT-TOOL-CNC-S02-L02-01-0000797,CNC-S02-L02-01,planned_tool_change,2026-08-12T08:30:00+09:00,2026-08-12T09:00:00+09:00,1,
MNT-TOOL-CNC-S01-L04-01-0000815,CNC-S01-L04-01,planned_tool_change,2026-08-12T09:10:00+09:00,2026-08-12T09:40:00+09:00,1,
MNT-TOOL-CNC-S01-L04-04-0000808,CNC-S01-L04-04,planned_tool_change,2026-08-12T09:10:00+09:00,2026-08-12T09:40:00+09:00,1,
MNT-TOOL-CNC-S01-L03-01-0000816,CNC-S01-L03-01,planned_tool_change,2026-08-12T09:30:00+09:00,2026-08-12T10:00:00+09:00,1,
MNT-TOOL-CNC-S01-L05-04-0000820,CNC-S01-L05-04,planned_tool_change,2026-08-12T10:50:00+09:00,2026-08-12T11:20:00+09:00,1,
MNT-TOOL-CNC-S02-L05-04-0000834,CNC-S02-L05-04,planned_tool_change,2026-08-12T15:30:00+09:00,2026-08-12T16:00:00+09:00,1,
MNT-TOOL-CNC-S01-L03-02-0000837,CNC-S01-L03-02,planned_tool_change,2026-08-12T16:30:00+09:00,2026-08-12T17:00:00+09:00,1,
MNT-EVT-de4d3b7b056c0184-001,CMP-S02-L01-01,failure_recovery,2026-08-12T17:00:00+09:00,2026-08-13T00:00:00+09:00,0,EVT-de4d3b7b056c0184-001
MNT-TOOL-CNC-S01-L04-03-0000847,CNC-S01-L04-03,planned_tool_change,2026-08-12T19:50:00+09:00,2026-08-12T20:20:00+09:00,1,
MNT-TOOL-CNC-S03-L01-02-0000847,CNC-S03-L01-02,planned_tool_change,2026-08-12T19:50:00+09:00,2026-08-12T20:20:00+09:00,1,
MNT-TOOL-CNC-S04-L01-04-0000847,CNC-S04-L01-04,planned_tool_change,2026-08-12T19:50:00+09:00,2026-08-12T20:20:00+09:00,1,
MNT-EVT-004d5935350b4afb-001,CNC-S03-L02-03,failure_recovery,2026-08-12T20:00:00+09:00,2026-08-13T04:00:00+09:00,0,EVT-004d5935350b4afb-001
MNT-TOOL-CNC-S04-L05-01-0000809,CNC-S04-L05-01,planned_tool_change,2026-08-12T20:10:00+09:00,2026-08-12T20:40:00+09:00,1,
MNT-TOOL-CNC-S03-L02-04-0000849,CNC-S03-L02-04,planned_tool_change,2026-08-12T20:30:00+09:00,2026-08-12T21:00:00+09:00,1,
MNT-TOOL-CNC-S04-L04-02-0000856,CNC-S04-L04-02,planned_tool_change,2026-08-12T22:50:00+09:00,2026-08-12T23:20:00+09:00,1,
MNT-TOOL-CNC-S04-L02-02-0000858,CNC-S04-L02-02,planned_tool_change,2026-08-12T23:30:00+09:00,2026-08-13T00:00:00+09:00,1,
MNT-TOOL-CNC-S01-L05-02-0000859,CNC-S01-L05-02,planned_tool_change,2026-08-12T23:50:00+09:00,2026-08-13T00:20:00+09:00,1,
MNT-TOOL-CNC-S02-L04-01-0000861,CNC-S02-L04-01,planned_tool_change,2026-08-13T00:30:00+09:00,2026-08-13T01:00:00+09:00,1,
MNT-TOOL-CNC-S01-L02-03-0000863,CNC-S01-L02-03,planned_tool_change,2026-08-13T01:10:00+09:00,2026-08-13T01:40:00+09:00,1,
MNT-TOOL-CNC-S01-L01-02-0000865,CNC-S01-L01-02,planned_tool_change,2026-08-13T01:50:00+09:00,2026-08-13T02:20:00+09:00,1,
MNT-TOOL-CNC-S01-L01-04-0000847,CNC-S01-L01-04,planned_tool_change,2026-08-13T01:50:00+09:00,2026-08-13T02:20:00+09:00,1,
MNT-TOOL-CNC-S04-L02-04-0000867,CNC-S04-L02-04,planned_tool_change,2026-08-13T02:30:00+09:00,2026-08-13T03:00:00+09:00,1,
MNT-TOOL-CNC-S03-L01-04-0000868,CNC-S03-L01-04,planned_tool_change,2026-08-13T02:50:00+09:00,2026-08-13T03:20:00+09:00,1,
MNT-TOOL-CNC-S04-L05-03-0000870,CNC-S04-L05-03,planned_tool_change,2026-08-13T03:30:00+09:00,2026-08-13T04:00:00+09:00,1,
MNT-TOOL-CNC-S02-L02-04-0000872,CNC-S02-L02-04,planned_tool_change,2026-08-13T04:10:00+09:00,2026-08-13T04:40:00+09:00,1,
MNT-TOOL-CNC-S02-L03-01-0000874,CNC-S02-L03-01,planned_tool_change,2026-08-13T04:50:00+09:00,2026-08-13T05:20:00+09:00,1,
MNT-TOOL-CNC-S03-L03-01-0000874,CNC-S03-L03-01,planned_tool_change,2026-08-13T04:50:00+09:00,2026-08-13T05:20:00+09:00,1,
MNT-TOOL-CNC-S04-L01-01-0000874,CNC-S04-L01-01,planned_tool_change,2026-08-13T04:50:00+09:00,2026-08-13T05:20:00+09:00,1,
MNT-TOOL-CNC-S02-L05-01-0000856,CNC-S02-L05-01,planned_tool_change,2026-08-13T06:50:00+09:00,2026-08-13T07:20:00+09:00,1,
MNT-TOOL-CNC-S02-L01-01-0000881,CNC-S02-L01-01,planned_tool_change,2026-08-13T07:10:00+09:00,2026-08-13T07:40:00+09:00,1,
MNT-TOOL-CNC-S03-L01-01-0000881,CNC-S03-L01-01,planned_tool_change,2026-08-13T07:10:00+09:00,2026-08-13T07:40:00+09:00,1,
MNT-TOOL-CNC-S04-L03-02-0000883,CNC-S04-L03-02,planned_tool_change,2026-08-13T07:50:00+09:00,2026-08-13T08:20:00+09:00,1,
MNT-TOOL-CNC-S01-L01-01-0000884,CNC-S01-L01-01,planned_tool_change,2026-08-13T08:10:00+09:00,2026-08-13T08:40:00+09:00,1,
MNT-TOOL-CNC-S02-L05-03-0000886,CNC-S02-L05-03,planned_tool_change,2026-08-13T08:50:00+09:00,2026-08-13T09:20:00+09:00,1,
MNT-TOOL-CNC-S03-L04-01-0000886,CNC-S03-L04-01,planned_tool_change,2026-08-13T08:50:00+09:00,2026-08-13T09:20:00+09:00,1,
MNT-TOOL-CNC-S04-L03-01-0000887,CNC-S04-L03-01,planned_tool_change,2026-08-13T09:10:00+09:00,2026-08-13T09:40:00+09:00,1,
MNT-TOOL-CNC-S04-L04-01-0000888,CNC-S04-L04-01,planned_tool_change,2026-08-13T09:30:00+09:00,2026-08-13T10:00:00+09:00,1,
MNT-TOOL-CNC-S04-L01-03-0000889,CNC-S04-L01-03,planned_tool_change,2026-08-13T09:50:00+09:00,2026-08-13T10:20:00+09:00,1,
MNT-TOOL-CNC-S04-L03-04-0000891,CNC-S04-L03-04,planned_tool_change,2026-08-13T10:30:00+09:00,2026-08-13T11:00:00+09:00,1,
MNT-TOOL-CNC-S02-L01-02-0000892,CNC-S02-L01-02,planned_tool_change,2026-08-13T10:50:00+09:00,2026-08-13T11:20:00+09:00,1,
MNT-TOOL-CNC-S04-L05-02-0000892,CNC-S04-L05-02,planned_tool_change,2026-08-13T10:50:00+09:00,2026-08-13T11:20:00+09:00,1,
MNT-TOOL-CNC-S03-L05-02-0000894,CNC-S03-L05-02,planned_tool_change,2026-08-13T11:30:00+09:00,2026-08-13T12:00:00+09:00,1,
MNT-TOOL-CNC-S04-L02-01-0000895,CNC-S04-L02-01,planned_tool_change,2026-08-13T11:50:00+09:00,2026-08-13T12:20:00+09:00,1,
MNT-TOOL-CNC-S03-L02-03-0000873,CNC-S03-L02-03,planned_tool_change,2026-08-13T12:30:00+09:00,2026-08-13T13:00:00+09:00,1,
MNT-TOOL-CNC-S01-L02-01-0000898,CNC-S01-L02-01,planned_tool_change,2026-08-13T12:50:00+09:00,2026-08-13T13:20:00+09:00,1,
MNT-TOOL-CNC-S02-L01-04-0000898,CNC-S02-L01-04,planned_tool_change,2026-08-13T12:50:00+09:00,2026-08-13T13:20:00+09:00,1,
MNT-TOOL-CNC-S01-L04-02-0000899,CNC-S01-L04-02,planned_tool_change,2026-08-13T13:10:00+09:00,2026-08-13T13:40:00+09:00,1,
MNT-TOOL-CNC-S02-L03-02-0000878,CNC-S02-L03-02,planned_tool_change,2026-08-13T13:10:00+09:00,2026-08-13T13:40:00+09:00,1,
MNT-TOOL-CNC-S03-L01-03-0000899,CNC-S03-L01-03,planned_tool_change,2026-08-13T13:10:00+09:00,2026-08-13T13:40:00+09:00,1,
MNT-TOOL-CNC-S01-L03-04-0000900,CNC-S01-L03-04,planned_tool_change,2026-08-13T13:30:00+09:00,2026-08-13T14:00:00+09:00,1,
MNT-TOOL-CNC-S01-L05-01-0000901,CNC-S01-L05-01,planned_tool_change,2026-08-13T13:50:00+09:00,2026-08-13T14:20:00+09:00,1,
MNT-TOOL-CNC-S02-L02-02-0000901,CNC-S02-L02-02,planned_tool_change,2026-08-13T13:50:00+09:00,2026-08-13T14:20:00+09:00,1,
MNT-TOOL-CNC-S02-L04-03-0000903,CNC-S02-L04-03,planned_tool_change,2026-08-13T14:30:00+09:00,2026-08-13T15:00:00+09:00,1,
MNT-TOOL-CNC-S03-L02-01-0000888,CNC-S03-L02-01,planned_tool_change,2026-08-13T14:30:00+09:00,2026-08-13T15:00:00+09:00,1,
MNT-TOOL-CNC-S03-L04-02-0000904,CNC-S03-L04-02,planned_tool_change,2026-08-13T14:50:00+09:00,2026-08-13T15:20:00+09:00,1,
MNT-TOOL-CNC-S04-L04-03-0000906,CNC-S04-L04-03,planned_tool_change,2026-08-13T15:30:00+09:00,2026-08-13T16:00:00+09:00,1,
MNT-TOOL-CNC-S01-L01-03-0000907,CNC-S01-L01-03,planned_tool_change,2026-08-13T15:50:00+09:00,2026-08-13T16:20:00+09:00,1,
MNT-TOOL-CNC-S01-L05-03-0000909,CNC-S01-L05-03,planned_tool_change,2026-08-13T16:30:00+09:00,2026-08-13T17:00:00+09:00,1,
MNT-TOOL-CNC-S03-L03-04-0000888,CNC-S03-L03-04,planned_tool_change,2026-08-13T16:50:00+09:00,2026-08-13T17:20:00+09:00,1,
MNT-TOOL-CNC-S04-L02-03-0000911,CNC-S04-L02-03,planned_tool_change,2026-08-13T17:10:00+09:00,2026-08-13T17:40:00+09:00,1,
MNT-TOOL-CNC-S03-L03-03-0000914,CNC-S03-L03-03,planned_tool_change,2026-08-13T18:10:00+09:00,2026-08-13T18:40:00+09:00,1,
MNT-TOOL-CNC-S04-L03-03-0000916,CNC-S04-L03-03,planned_tool_change,2026-08-13T18:50:00+09:00,2026-08-13T19:20:00+09:00,1,
MNT-EVT-269396695ca7898a-001,CNC-S03-L03-02,failure_recovery,2026-08-13T19:00:00+09:00,2026-08-13T22:00:00+09:00,0,EVT-269396695ca7898a-001
MNT-TOOL-CNC-S03-L04-04-0000917,CNC-S03-L04-04,planned_tool_change,2026-08-13T19:10:00+09:00,2026-08-13T19:40:00+09:00,1,
MNT-TOOL-CNC-S03-L05-01-0000908,CNC-S03-L05-01,planned_tool_change,2026-08-13T19:10:00+09:00,2026-08-13T19:40:00+09:00,1,
MNT-TOOL-CNC-S02-L04-02-0000900,CNC-S02-L04-02,planned_tool_change,2026-08-13T20:30:00+09:00,2026-08-13T21:00:00+09:00,1,
MNT-TOOL-CNC-S02-L05-02-0000916,CNC-S02-L05-02,planned_tool_change,2026-08-13T20:50:00+09:00,2026-08-13T21:20:00+09:00,1,
